004,emre_sevik,2025-08-07 11:22:44,2025-08-07 11:23:15,0:00:31
002,bill_gates,2025-08-07 11:22:52,2025-08-07 11:23:23,0:00:31
001,Cristiano-Ronaldo,2025-08-07 11:22:56,2025-08-07 11:23:20,0:00:24
003,elon_musk,2025-08-07 11:23:04,2025-08-07 11:23:27,0:00:23
005,Neymar,2025-08-07 11:51:23,2025-08-07 11:51:39,0:00:16
006,samet,2025-08-07 11:59:48,2025-08-07 12:00:08,0:00:20
007,Fatih,2025-08-07 13:25:34,2025-08-07 13:25:44,0:00:10
008,lebron,2025-08-07 14:17:52,2025-08-07 14:18:09,0:00:17
